Start,End,Date Time,Language,Survey Location,Include National,Community,Rurality,Gender,Organization,Position,Number of Org,Type. Human Rights,Type. Sexual and Gender Based Violence,Type.Health and Reproductive Rights,Type.Land,Type.Economic and Financial Services,Type.Agriculture,Type.Education,Type.Local Community Participation,Type.Other,Type.NA,Type.Describe Other,"Org Men, Women, or Both",WInfo.To be Treated Equally with All Others,Winfo.To be Free from Violence,WInfo.To be able to Join Groups,Winfo.Right to go Court if any Rights are Violated,Winfo.Right to Education,Winfo.Right_ to Own Property,Winfo.Right to Information,Winfo.Right to Work under Reasonable Hours,Info.National Government Office,Info.Local Government Office,Info.Local/Community NGOs,Info.Educational Institutions,Info.Places of Worship/Religious,Info.Traditional Leaders,Info.Village Elders,Info.Husband,Info.Other Family Members,Info.Friends,Info.Radio,Info.Television,Info.Newspaper,Info.Town Crier,Info.Internet/Cell Phone,Info.Other,Info.OtherExplain,"Seminal:Same F,E,RoS as men?",Seminal.Explain,WI.Women Interested in Info,WI.If not why,WI.National Gov Important,WI.Nat If not why,WI.Local Gov Important,WI.Local If not why,Issue.Don't Know Where to Ask,Issue. Fear of Asking,Issue.Domestic Duties,Issue.Getting to Public Offices (Distance),Issue.Family Nonsupportive,Issue.Confidence,Issue.Mindset of Gov Offical,Issue.Illiteracy,Issue.Women Ignored in Public,Issue.Language,Issue.Culturally Not Allowed,Issue.Safety Concerns,Issue.Information not Important to Women,Issue.Women Not Allowed in Public,Issue.Other,Barrier 1,Original Barrier 1,Barrier 2,Original Barrier 2,Barrier 3,Original Barrier 3,Possible Solutions,How Important.Rights,Rights.Freedom from Violence,Rights./Property Ownership/Land Rights,Rights.How the Justice System Works,Rights.Labor Law/Rights,Rights.Public Participation,Rights.Education,Rights.Marital.Family Rights,Rights.Health and Reproductive Rights,Rights.Freedom of Expression,Rights.Right to Information,Rights.Social Services,Rights.Anti-Discrimination,Rights.Please Explain,How important.Econ,Econ.Access to Banks,Econ.Vocational Training,Econ.Technology Training,Econ.Educational Opportunities,Econ.Job Opportunities,Econ.Land/Property Ownership,Econ.Scholarships,Econ.How to Start a Buisness,Econ.How to Get a Trade License,Econ.Social Development Funds,Econ.Please Explain,Original Most Important Info,Most Important Info,Original Second Important Info,Second Important Info,Original Third Important Info,Third Important Info,Tried.Have Tried to Get Info,Tried.Info Being Sought,Tried.Information Received,Tried.Recieved Ease,Heard of FOI,How Familiar with FOI Law,Anything Else,Enumerator Notes,Other Thoughts,_id,_submission_time,_date_modified
2023-03-02T11:48:42.625Z,2023-03-02T15:22:49.771Z,2023-03-02T12:28:00.000Z,English,Bombali,1,Masuba village,Rural,Male,Masuba Community,Community Leader,100,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Yes,There are other human rights organization that engage the community on human rights issues,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Noon,Fear of Asking,Fear for repraisal,Domestic Duties,Domestic work,Illiteracy,Illiteracy,Government need to do more in the area of sensitization.,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,All of this issues help to develop a society,Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,All of these are important,Educational opportunities,Education,Bank leon,Access to Banks,Job opportunities,Job Opportunities,A Woman I Know,Sexual harassment,Not Sure,n/a,yes,Familiar,More sensitization is needed in other areas,Yes,n/a,111181662,2023-03-20T12:07:44,2023-03-20T12:07:44
2023-03-02T12:29:44.550Z,2023-03-02T13:05:13.025Z,n/a,English,Bombali,1,Masuba village ,Rural,Male,Grace Family ,Chair lady ,500_2000,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Women,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,They are afraid of asking for information ,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,n/a,Language,Language barrier ,Domestic Duties,Domestic work ,Fear of Asking,Fear of repraisal from government officials ,n/a,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All of them are needed in society ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All are needed ,Educational opportunities ,Education,Job opportunities ,Job Opportunities,Vocational training ,Vocational Training,Myself,Domestic violence ,Yes,Fairly Easy,yes,Familiar,More sensitization is needed in so many other places ,Yes ,n/a,111181671,2023-03-20T12:07:46,2023-03-20T12:07:46
2023-02-14T09:54:10.203Z,2023-02-14T10:35:11.452Z,2023-02-14T10:15:00.000Z,English,Bombali,1,Robine village ,Rural,Male,Robine community ,Youth chairman ,500_2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Most women are disinterested ,No,Because of the level of understanding ,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Noon ,Illiteracy,Lack of education ,Fear of Asking,Fear if repraisal ,Domestic Duties,Domestic house work ,Government need to do more ,Very Important,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,n/a,Very Important,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Good need to do more in that direction ,Education ,Education,Human rights issues ,Human Rights,Support to women activities ,Social Development Funds,A Woman I Know,Domestic violence issue,Did Not Understand the Question,n/a,yes,Not Familiar,Women need to work in that direction ,Yes,n/a,111181673,2023-03-20T12:07:46,2023-03-20T12:07:46
2023-03-02T13:21:20.519Z,2023-03-02T13:41:00.093Z,2023-03-02T13:42:00.000Z,English,Bombali,1,Congo Town Community ,Rural,Male,Congo Town organization ,Youth leader ,500_2000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Noon ,No,Because of the dominant nature of Men,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,n/a,Don't Know Where to Ask,Most did not know we're to get information ,Fear of Asking,Fear of repraisal ,Domestic Duties,Domestic work,The only solution is to make sure they are provided ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,All of them are needed ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All of them help society to develop ,Job opportunities ,Job Opportunities,Access to bank loan,Access to Banks,Employment opportunities ,Job Opportunities,A Woman I Know,Domestic violence ,Yes,Somewhat Difficult,yes,Somewhat Familiar,Women should always try to seek for information ,There is strong resistance to interview him ,n/a,111181682,2023-03-20T12:07:48,2023-03-20T12:07:48
2023-03-02T14:37:04.987Z,2023-03-02T14:54:40.915Z,2023-03-02T14:59:00.000Z,English,Bombali,1,Limber conner,Rural,Female,Queen Girls Organization ,Chair lady ,100,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Women,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Women are discriminated,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,None ,Fear of Asking,Fear of repraisal ,Domestic Duties,Domestic work ,Getting to Public Offices (Distance),The cost of getting to government offices ,They should make sure all this right given to women ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All of them are needed for women's development and empowerment ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All of this facilities are useful for women's development ,Access to bank loan ,Access to Banks,Job opportunities ,Job Opportunities,Educational opportunities ,Education,I Don't Know Anybody,n/a,n/a,n/a,yes,Not Familiar,Noon ,n/a,n/a,111181693,2023-03-20T12:07:50,2023-03-20T12:07:50
2023-03-02T14:58:46.099Z,2023-03-02T15:20:57.640Z,n/a,English,Bombali,1,Masuba village ,Rural,Female,Micro credit institution ,Assistant manager ,500_2000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Yes,All of them are needed for the development of women ,Yes,n/a,n/a,n/a,Yes,n/a,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Noon ,Domestic Duties,Domestic work ,Fear of Asking,Fear of repraisal ,Confidence,Lack the confidence to ask for information ,More sensitization is needed ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All are equally important ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All is needed,Access to bank loan ,Access to Banks,Educational opportunities ,Education,Job opportunities ,Job Opportunities,Myself,Payment for debt ,Yes,Very Difficult,yes,Familiar,More sensitization is needed in other communities ,n/a,n/a,111181698,2023-03-20T12:07:51,2023-03-20T12:07:51
2023-02-16T17:18:26.766Z,2023-02-16T17:31:46.736Z,2023-02-16T17:38:00.000Z,Themne,Bombali,1,Limbs corner,Rural,Male,Limbs corner Community ,Head man,100,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Lack of education ,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Lack of interest ,Illiteracy,Education ,Domestic Duties,Farming work ,Getting to Public Offices (Distance),Transportation ,"

Government must increase sensitization ",Important,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Important,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Women need more financial aid ,Too much farm work ,Labor Law/Rights,Lack of education ,Education,Fear to asked ,Cultural,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,Noon ,Yes,n/a,111181713,2023-03-20T12:07:54,2023-03-20T12:07:54
2023-02-17T15:52:41.481Z,2023-02-17T17:24:53.048Z,2023-02-17T16:13:00.000Z,English,Bombali,1,Masuba,Urban,Male,Masuba community ,Youth leader,500_2000,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Yes,They do have but not compared to the men it sometimes difficult for them ,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Not a Barrier,Harmful traditional believe ,Fear of Asking,Fear of asking ,Getting to Public Offices (Distance),Mobility to get to government offices ,Domestic Duties,No enough time,To initiate more woman programm ,Very Important,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,n/a,Very Important,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,n/a,Bank loen ,Access to Banks,Job opportunities,Job Opportunities,Educational opportunities ,Education,A Woman I Know,Issues of violence ,Did Not Understand the Question,n/a,yes,Somewhat Familiar,Women should be sensitized to seeking for information ,Yes ,n/a,111181726,2023-03-20T12:07:56,2023-03-20T12:07:56
2023-02-20T17:00:48.171Z,2023-02-20T17:34:39.922Z,2023-02-20T17:21:00.000Z,English,Bombali,1,Robine community ,Rural,Female,Robine community ,Women leader,500_2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Somewhat,Very,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,No,In our community we just focus on our farming ,No,We don't Know how to go about this process ,No,I don't Know anything about government ,No,I only have business in my community ,Large Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,Small Barrier,Large Barrier,We lack the knowledge as women ,Lack of Understanding/Awareness,More sensetization to be done ,Information not Important to Women,Information sharing ,Economic Empowerment,Poverty ,More awareness raising must be done to especially women ,Very Important,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,I'm please to be part of this but my knowledge is very low on women's issues ,Very Important,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,The collaterals is very high for the loan scheme ,Health issues ,Health and Reproductive Rights,Human rights ,Human Rights,Access to information ,Right to Information,Myself,On human rights issues ,Yes,Very Difficult,yes,Not Familiar,I want to the office human rights for my husband ,I had women in this community really lack the knowledge of how women should access information ,n/a,111181736,2023-03-20T12:07:57,2023-03-20T12:07:57
2023-02-22T13:05:48.334Z,2023-02-22T13:39:50.960Z,2023-02-22T13:36:00.000Z,Krio,Bombali,1,Limbs conner,Rural,Female,Farmers group ,Women's leaser ,100,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Not at all,Not at all,Very,Very,Very,Very,Not at all,Not at all,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,No,Our knowledge is very low ,No,We just focus on our farming ,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Most of these Barrie's are big because our knowledge is very low interms of government ,Lack of Understanding/Awareness,In our community we need more sensetization ,Human Rights,Human rights is Barrie's to us,Economic Empowerment,Economic emporment it sometimes reduce us as women so we only depends on our husband ,There need to be done training and sensitization with more inclusion of women ,Important,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,When women know their rights less violence and a peaceful home ,Not at all,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,I'm not educated so l can have job compared to women who are educated ,n/a,n/a,n/a,n/a,n/a,n/a,Myself,I want to the family support unit on human rights issues ,Yes,Very Easy,yes,Very Familiar,The only thing I took some one to F S U and I know legal Aid board,As for her she new some of this instructions but for other in this community they did not know nothing ,n/a,111181742,2023-03-20T12:07:58,2023-03-20T12:07:58
2023-02-22T13:40:00.295Z,2023-02-22T14:00:00.567Z,2023-02-22T14:00:00.000Z,English,Bombali,1,Limba Conner,Rural,Male,Masuba community ,Youth leader ,500_2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,n/a,Yes,Women can go to social walfare to access information ,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,The only barrier to us is Harmful traditional believe ,Early Marriage,Early marriage ,Domestic Duties,Teenage pregnancy ,Other,Initiating young girls to the sower council ,There are need to do more sensetization to women for better education ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Women should be protected for them voices to be had in society ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,It will help women to hold leadership position in society ,The right to education ,Education,Economic emporment ,Economic Empowerment,Human rights ,Human Rights,A Woman I Know,She wants to seek to access for justice the way she had been treated by his husband ,Yes,Fairly Easy,yes,Very Familiar,The right for women to access information is too poor because women less the knowledge and they are afraid to seek for information ,He new most of the issues ,n/a,111181751,2023-03-20T12:08:00,2023-03-20T12:08:00
2023-02-22T14:00:29.912Z,2023-02-22T14:15:45.885Z,2023-02-22T14:20:00.000Z,Krio,Bombali,1,Teko Kerreneh ,Rural,Male,Teko Kerreneh ,Community leader ,500_2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,n/a,Yes,Our women's do go to government institution ,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Harmful traditional believe ,Economic Empowerment,To created vocational center for women ,Economic Empowerment,Economic emporment ,Economic Empowerment,Poverty ,Economic emporment ,Important,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Our women's in the community know where to seek information ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,The loan scheme trend is too high ,Economic emporment women lack job ,Economic Empowerment,Promoting of women in office ,Women in Office,Poverty is a challenge for women to continue their education ,Property Ownership/Land Rights,Myself,I took my wife to family support unit ,Yes,Very Easy,yes,Very Familiar,There's a challenge for women to access information especially in the community  because they don't know their rights ,I learned in this community that's men do take their wife to family support unit ,n/a,111181755,2023-03-20T12:08:01,2023-03-20T12:08:01
2023-02-22T14:18:48.836Z,2023-02-22T14:36:04.011Z,2023-02-22T14:39:00.000Z,Themne,Bombali,1,Limbs conner,Rural,Female,Limbs conner ,Financial secretary ,100,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Somewhat,Very,Not at all,Somewhat,Very,Not at all,Not at all,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Women lack the know-all ,No,Lack of education ,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Not a Barrier,Large Barrier,Not a Barrier,Not a Barrier,The role of women in education ,Economic Empowerment,Economic emporment to women ,Illiteracy,Education ,Illiteracy,Promoting of education and their protection ,Lack of education ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Women to be educated ,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,More job to be created for women economic emporment ,Economic emporment for women is kin,Economic Empowerment,More sensetization on human rights ,Human Rights,To protect women and provisions for women ,Freedom from Violence,A Woman I Know,Land matters ,Yes,Very Easy,yes,Very Familiar,Women can access information especially in case like land matters and human rights issues ,I learned that before land matters was a serious issues for women but now they new were to go,n/a,111181765,2023-03-20T12:08:02,2023-03-20T12:08:02
2023-02-22T14:36:29.240Z,2023-02-22T14:49:46.036Z,2023-02-22T15:36:00.000Z,Themne,Bombali,1,Rosint community ,Rural,Female,Rosint community ,Chair lady ,500_2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Village saving and loan,Both,Very,Very,Very,Very,Very,Very,Very,Very,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Yes,The project council had for us the people  to develop our locality ,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,How our people can accountable to us,Illiteracy,Supply education materials ,Economic Empowerment,Economic emporment for women ,Illiteracy,Lack of education ,Education ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,If our women's are highly educated we must be promoted ,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Education school ship is a key problem ,Economic emporment for women ,Economic Empowerment,Education ,Education,Protection and promoting women ,Freedom from Violence,A Woman I Know,Violence case,Yes,Very Easy,yes,Very Familiar,For us in our community we work with different color vil society group ,Their community is so much exposed with human rights issues ,n/a,111181771,2023-03-20T12:08:03,2023-03-20T12:08:03
2023-04-17T11:35:59.172Z,2023-04-17T15:38:08.335Z,2023-04-17T11:36:00.000Z,Krio,Kallahun,1,Ngitibu section,Rural,Male,Sierra Leone marketing produce(slmp),Manager,1_10,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Yes,Because the are valuable,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,None,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Very Important,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Improves the best in themselves,Important,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,It helps the woman to be independent,Acesss to loan,Access to Banks,Educational opportunity,Education,Technology training,Technology Training,I Don't Know Anybody,n/a,n/a,n/a,yes,Somewhat Familiar,None,n/a,n/a,112671312,2023-04-18T20:45:30,2023-04-18T20:45:30
2023-04-17T11:50:37.395Z,2023-04-17T15:35:39.651Z,2023-04-17T12:40:00.000Z,Krio,Kallahun,1,Ngitibu section,Rural,Male,Tradin organic,Field supervisor,26_50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Women,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Because some men looks low upon women when ask for such information,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,None,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,It all those right helps improves the community,Very Important,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,It helps reduces proverty,Education opportunity,Education,How to start a business,How to Start a Buisness,Vocational training,Vocational Training,I Don't Know Anybody,n/a,n/a,n/a,yes,Very Familiar,None,n/a,n/a,112671313,2023-04-18T20:45:31,2023-04-18T20:45:31
